priority_rank,booking_id,hotel,arrival_date,total_nights,days_in_waiting_list,adr,risk_prob,risk_level,estimated_revenue,expected_realised_revenue
2136,51684,City Hotel,2016-05-24,2,31,130.0,0.9987,High,260.0,0.34
2137,51685,City Hotel,2016-05-24,2,31,130.0,0.9987,High,260.0,0.34
2138,51686,City Hotel,2016-05-24,2,31,130.0,0.9987,High,260.0,0.34
2139,51687,City Hotel,2016-05-24,2,31,130.0,0.9987,High,260.0,0.34
2140,51688,City Hotel,2016-05-24,2,31,130.0,0.9987,High,260.0,0.34
2141,51689,City Hotel,2016-05-24,2,31,130.0,0.9987,High,260.0,0.34
2142,51690,City Hotel,2016-05-24,2,31,130.0,0.9987,High,260.0,0.34
2143,51691,City Hotel,2016-05-24,2,31,130.0,0.9987,High,260.0,0.34
2144,51692,City Hotel,2016-05-24,2,31,130.0,0.9987,High,260.0,0.34
2145,51693,City Hotel,2016-05-24,2,31,130.0,0.9987,High,260.0,0.34
2146,51695,City Hotel,2016-05-24,2,31,130.0,0.9987,High,260.0,0.34
2147,51696,City Hotel,2016-05-24,2,31,130.0,0.9987,High,260.0,0.34
2148,51697,City Hotel,2016-05-24,2,31,130.0,0.9987,High,260.0,0.34
2149,51698,City Hotel,2016-05-24,2,31,130.0,0.9987,High,260.0,0.34
2150,51699,City Hotel,2016-05-24,2,31,130.0,0.9987,High,260.0,0.34
2151,51700,City Hotel,2016-05-24,2,31,130.0,0.9987,High,260.0,0.34
2152,51701,City Hotel,2016-05-24,2,31,130.0,0.9987,High,260.0,0.34
2153,51702,City Hotel,2016-05-24,2,31,130.0,0.9987,High,260.0,0.34
2154,51703,City Hotel,2016-05-24,2,31,130.0,0.9987,High,260.0,0.34
2155,51705,City Hotel,2016-05-24,2,31,130.0,0.9987,High,260.0,0.34
2156,51706,City Hotel,2016-05-24,2,31,130.0,0.9987,High,260.0,0.34
2157,51708,City Hotel,2016-05-24,2,31,130.0,0.9987,High,260.0,0.34
2158,51709,City Hotel,2016-05-24,2,31,130.0,0.9987,High,260.0,0.34
2159,51710,City Hotel,2016-05-24,2,31,130.0,0.9987,High,260.0,0.34
2160,51711,City Hotel,2016-05-24,2,31,130.0,0.9987,High,260.0,0.34
2161,51712,City Hotel,2016-05-24,2,31,130.0,0.9987,High,260.0,0.34
2162,51713,City Hotel,2016-05-24,2,31,130.0,0.9987,High,260.0,0.34
2163,51714,City Hotel,2016-05-24,2,31,130.0,0.9987,High,260.0,0.34
2164,51715,City Hotel,2016-05-24,2,31,130.0,0.9987,High,260.0,0.34
2165,51716,City Hotel,2016-05-24,2,31,130.0,0.9987,High,260.0,0.34
2166,51717,City Hotel,2016-05-24,2,31,130.0,0.9987,High,260.0,0.34
2167,51718,City Hotel,2016-05-24,2,31,130.0,0.9987,High,260.0,0.34
2168,51719,City Hotel,2016-05-24,2,31,130.0,0.9987,High,260.0,0.34
2169,51720,City Hotel,2016-05-24,2,31,130.0,0.9987,High,260.0,0.34
2170,51721,City Hotel,2016-05-24,2,31,130.0,0.9987,High,260.0,0.34
2171,51722,City Hotel,2016-05-24,2,31,130.0,0.9987,High,260.0,0.34
2172,51723,City Hotel,2016-05-24,2,31,130.0,0.9987,High,260.0,0.34
2173,51724,City Hotel,2016-05-24,2,31,130.0,0.9987,High,260.0,0.34
2174,51725,City Hotel,2016-05-24,2,31,130.0,0.9987,High,260.0,0.34
2175,51726,City Hotel,2016-05-24,2,31,130.0,0.9987,High,260.0,0.34
2176,51727,City Hotel,2016-05-24,2,31,130.0,0.9987,High,260.0,0.34
2177,51728,City Hotel,2016-05-24,2,31,130.0,0.9987,High,260.0,0.34
2178,51729,City Hotel,2016-05-24,2,31,130.0,0.9987,High,260.0,0.34
2179,51730,City Hotel,2016-05-24,2,31,130.0,0.9987,High,260.0,0.34
2180,51731,City Hotel,2016-05-24,2,31,130.0,0.9987,High,260.0,0.34
2181,51732,City Hotel,2016-05-24,2,31,130.0,0.9987,High,260.0,0.34
2182,51733,City Hotel,2016-05-24,2,31,130.0,0.9987,High,260.0,0.34
2183,51734,City Hotel,2016-05-24,2,31,130.0,0.9987,High,260.0,0.34
2184,51735,City Hotel,2016-05-24,2,31,130.0,0.9987,High,260.0,0.34
2185,51736,City Hotel,2016-05-24,2,31,130.0,0.9987,High,260.0,0.34
2186,51737,City Hotel,2016-05-24,2,31,130.0,0.9987,High,260.0,0.34
2187,51738,City Hotel,2016-05-24,2,31,130.0,0.9987,High,260.0,0.34
2188,51739,City Hotel,2016-05-24,2,31,130.0,0.9987,High,260.0,0.34
2189,51740,City Hotel,2016-05-24,2,31,130.0,0.9987,High,260.0,0.34
2190,51741,City Hotel,2016-05-24,2,31,130.0,0.9987,High,260.0,0.34
2191,51742,City Hotel,2016-05-24,2,31,130.0,0.9987,High,260.0,0.34
2192,51743,City Hotel,2016-05-24,2,31,130.0,0.9987,High,260.0,0.34
2193,51744,City Hotel,2016-05-24,2,31,130.0,0.9987,High,260.0,0.34
2194,51745,City Hotel,2016-05-24,2,31,130.0,0.9987,High,260.0,0.34
2195,51746,City Hotel,2016-05-24,2,31,130.0,0.9987,High,260.0,0.34
2196,51747,City Hotel,2016-05-24,2,31,130.0,0.9987,High,260.0,0.34
2197,51748,City Hotel,2016-05-24,2,31,130.0,0.9987,High,260.0,0.34
2198,51749,City Hotel,2016-05-24,2,31,130.0,0.9987,High,260.0,0.34
2199,51750,City Hotel,2016-05-24,2,31,130.0,0.9987,High,260.0,0.34
2200,51751,City Hotel,2016-05-24,2,31,130.0,0.9987,High,260.0,0.34
2201,51752,City Hotel,2016-05-24,2,31,130.0,0.9987,High,260.0,0.34
2202,51753,City Hotel,2016-05-24,2,31,130.0,0.9987,High,260.0,0.34
2203,51754,City Hotel,2016-05-24,2,31,130.0,0.9987,High,260.0,0.34
2204,51755,City Hotel,2016-05-24,2,31,130.0,0.9987,High,260.0,0.34
2205,51756,City Hotel,2016-05-24,2,31,130.0,0.9987,High,260.0,0.34
2206,51757,City Hotel,2016-05-24,2,31,130.0,0.9987,High,260.0,0.34
2207,51763,City Hotel,2016-05-24,2,31,130.0,0.9987,High,260.0,0.34
2208,67383,City Hotel,2017-05-03,2,18,130.0,0.9987,High,260.0,0.34
2209,70054,City Hotel,2017-06-09,2,28,130.0,0.9987,High,260.0,0.34
2210,67471,City Hotel,2017-05-04,2,56,110.0,0.9985,High,220.0,0.33
2211,53404,City Hotel,2016-06-20,3,39,120.0,0.9991,High,360.0,0.32
2212,53405,City Hotel,2016-06-20,3,39,120.0,0.9991,High,360.0,0.32
2213,53406,City Hotel,2016-06-20,3,39,120.0,0.9991,High,360.0,0.32
2214,53407,City Hotel,2016-06-20,3,39,120.0,0.9991,High,360.0,0.32
2215,53408,City Hotel,2016-06-20,3,39,120.0,0.9991,High,360.0,0.32
2216,53409,City Hotel,2016-06-20,3,39,120.0,0.9991,High,360.0,0.32
2217,53410,City Hotel,2016-06-20,3,39,120.0,0.9991,High,360.0,0.32
2218,53412,City Hotel,2016-06-20,3,39,120.0,0.9991,High,360.0,0.32
2219,53413,City Hotel,2016-06-20,3,39,120.0,0.9991,High,360.0,0.32
2220,53414,City Hotel,2016-06-20,3,39,120.0,0.9991,High,360.0,0.32
2221,53415,City Hotel,2016-06-20,3,39,120.0,0.9991,High,360.0,0.32
2222,53417,City Hotel,2016-06-20,3,39,120.0,0.9991,High,360.0,0.32
2223,53418,City Hotel,2016-06-20,3,39,120.0,0.9991,High,360.0,0.32
2224,53420,City Hotel,2016-06-20,3,39,120.0,0.9991,High,360.0,0.32
2225,53421,City Hotel,2016-06-20,3,39,120.0,0.9991,High,360.0,0.32
2226,53422,City Hotel,2016-06-20,3,39,120.0,0.9991,High,360.0,0.32
2227,53423,City Hotel,2016-06-20,3,39,120.0,0.9991,High,360.0,0.32
2228,53424,City Hotel,2016-06-20,3,39,120.0,0.9991,High,360.0,0.32
2229,53425,City Hotel,2016-06-20,3,39,120.0,0.9991,High,360.0,0.32
2230,53426,City Hotel,2016-06-20,3,39,120.0,0.9991,High,360.0,0.32
2231,53427,City Hotel,2016-06-20,3,39,120.0,0.9991,High,360.0,0.32
2232,53428,City Hotel,2016-06-20,3,39,120.0,0.9991,High,360.0,0.32
2233,53429,City Hotel,2016-06-20,3,39,120.0,0.9991,High,360.0,0.32
2234,53431,City Hotel,2016-06-20,3,39,120.0,0.9991,High,360.0,0.32
2235,53432,City Hotel,2016-06-20,3,39,120.0,0.9991,High,360.0,0.32
2236,53433,City Hotel,2016-06-20,3,39,120.0,0.9991,High,360.0,0.32
2237,53435,City Hotel,2016-06-20,3,39,120.0,0.9991,High,360.0,0.32
2238,53436,City Hotel,2016-06-20,3,39,120.0,0.9991,High,360.0,0.32
2239,53437,City Hotel,2016-06-20,3,39,120.0,0.9991,High,360.0,0.32
2240,53438,City Hotel,2016-06-20,3,39,120.0,0.9991,High,360.0,0.32
2241,53439,City Hotel,2016-06-20,3,39,120.0,0.9991,High,360.0,0.32
2242,53440,City Hotel,2016-06-20,3,39,120.0,0.9991,High,360.0,0.32
2243,53443,City Hotel,2016-06-20,3,39,120.0,0.9991,High,360.0,0.32
2244,53444,City Hotel,2016-06-20,3,39,120.0,0.9991,High,360.0,0.32
2245,53446,City Hotel,2016-06-20,3,39,120.0,0.9991,High,360.0,0.32
2246,53447,City Hotel,2016-06-20,3,39,120.0,0.9991,High,360.0,0.32
2247,57916,City Hotel,2016-10-03,4,24,100.0,0.9992,High,400.0,0.32
2248,57917,City Hotel,2016-10-03,4,24,100.0,0.9992,High,400.0,0.32
2249,57920,City Hotel,2016-10-03,4,24,100.0,0.9992,High,400.0,0.32
2250,57921,City Hotel,2016-10-03,4,24,100.0,0.9992,High,400.0,0.32
2251,57922,City Hotel,2016-10-03,4,24,100.0,0.9992,High,400.0,0.32
2252,57923,City Hotel,2016-10-03,4,24,100.0,0.9992,High,400.0,0.32
2253,57925,City Hotel,2016-10-03,4,24,100.0,0.9992,High,400.0,0.32
2254,57926,City Hotel,2016-10-03,4,24,100.0,0.9992,High,400.0,0.32
2255,57931,City Hotel,2016-10-03,4,24,100.0,0.9992,High,400.0,0.32
2256,57933,City Hotel,2016-10-03,4,24,100.0,0.9992,High,400.0,0.32
2257,57935,City Hotel,2016-10-03,4,24,100.0,0.9992,High,400.0,0.32
2258,57939,City Hotel,2016-10-03,4,24,100.0,0.9992,High,400.0,0.32
2259,57942,City Hotel,2016-10-03,4,24,100.0,0.9992,High,400.0,0.32
2260,57943,City Hotel,2016-10-03,4,24,100.0,0.9992,High,400.0,0.32
2261,57945,City Hotel,2016-10-03,4,24,100.0,0.9992,High,400.0,0.32
2262,57946,City Hotel,2016-10-03,4,24,100.0,0.9992,High,400.0,0.32
2263,57947,City Hotel,2016-10-03,4,24,100.0,0.9992,High,400.0,0.32
2264,57948,City Hotel,2016-10-03,4,24,100.0,0.9992,High,400.0,0.32
2265,67476,City Hotel,2017-05-04,2,56,120.0,0.9987,High,240.0,0.31
2266,67738,City Hotel,2017-05-06,3,17,80.0,0.9987,High,240.0,0.31
2267,68648,City Hotel,2017-05-19,3,23,110.0,0.9991,High,330.0,0.3
2268,71649,City Hotel,2017-07-09,3,71,110.0,0.9991,High,330.0,0.3
2269,72189,City Hotel,2017-07-23,3,71,110.0,0.9991,High,330.0,0.3
2270,52992,City Hotel,2016-06-15,2,80,90.6,0.9984,High,181.2,0.29
2271,53030,City Hotel,2016-06-15,2,80,90.6,0.9984,High,181.2,0.29
2272,53031,City Hotel,2016-06-15,2,80,90.6,0.9984,High,181.2,0.29
2273,53111,City Hotel,2016-06-15,2,80,90.6,0.9984,High,181.2,0.29
2274,67836,City Hotel,2017-05-08,2,10,120.0,0.9988,High,240.0,0.29
2275,49485,City Hotel,2016-04-14,3,39,57.5,0.9984,High,172.5,0.28
2276,49490,City Hotel,2016-04-14,3,39,57.5,0.9984,High,172.5,0.28
2277,49494,City Hotel,2016-04-14,3,39,57.5,0.9984,High,172.5,0.28
2278,49507,City Hotel,2016-04-14,3,39,57.5,0.9984,High,172.5,0.28
2279,49520,City Hotel,2016-04-14,3,39,57.5,0.9984,High,172.5,0.28
2280,49538,City Hotel,2016-04-14,3,39,57.5,0.9984,High,172.5,0.28
2281,62316,City Hotel,2017-01-08,3,76,67.0,0.9986,High,201.0,0.28
2282,50255,City Hotel,2016-04-27,6,71,90.0,0.9995,High,540.0,0.27
2283,50256,City Hotel,2016-04-27,6,71,90.0,0.9995,High,540.0,0.27
2284,50257,City Hotel,2016-04-27,6,71,90.0,0.9995,High,540.0,0.27
2285,50258,City Hotel,2016-04-27,6,71,90.0,0.9995,High,540.0,0.27
2286,50259,City Hotel,2016-04-27,6,71,90.0,0.9995,High,540.0,0.27
2287,50261,City Hotel,2016-04-27,6,71,90.0,0.9995,High,540.0,0.27
2288,50262,City Hotel,2016-04-27,6,71,90.0,0.9995,High,540.0,0.27
2289,67190,City Hotel,2017-04-29,3,183,90.0,0.999,High,270.0,0.27
2290,67425,City Hotel,2017-05-03,3,5,100.0,0.9991,High,300.0,0.27
2291,77350,City Hotel,2016-04-10,2,31,12.0,0.9888,High,24.0,0.27
2292,65410,City Hotel,2017-04-03,2,100,100.0,0.9987,High,200.0,0.26
2293,67579,City Hotel,2017-05-05,2,31,120.0,0.9989,High,240.0,0.26
2294,71084,City Hotel,2017-06-28,1,59,125.0,0.998,High,125.0,0.25
2295,48367,City Hotel,2016-03-22,3,93,90.0,0.9991,High,270.0,0.24
2296,48375,City Hotel,2016-03-22,3,93,90.0,0.9991,High,270.0,0.24
2297,48376,City Hotel,2016-03-22,3,93,90.0,0.9991,High,270.0,0.24
2298,48382,City Hotel,2016-03-22,3,93,90.0,0.9991,High,270.0,0.24
2299,48385,City Hotel,2016-03-22,3,93,90.0,0.9991,High,270.0,0.24
2300,48391,City Hotel,2016-03-22,3,93,90.0,0.9991,High,270.0,0.24
2301,48393,City Hotel,2016-03-22,3,93,90.0,0.9991,High,270.0,0.24
2302,48397,City Hotel,2016-03-22,3,93,90.0,0.9991,High,270.0,0.24
2303,48398,City Hotel,2016-03-22,3,93,90.0,0.9991,High,270.0,0.24
2304,48404,City Hotel,2016-03-22,3,93,90.0,0.9991,High,270.0,0.24
2305,48408,City Hotel,2016-03-22,3,93,90.0,0.9991,High,270.0,0.24
2306,48409,City Hotel,2016-03-22,3,93,90.0,0.9991,High,270.0,0.24
2307,46484,City Hotel,2016-01-03,3,85,65.0,0.9988,High,195.0,0.23
2308,46492,City Hotel,2016-01-03,3,85,65.0,0.9988,High,195.0,0.23
2309,46493,City Hotel,2016-01-03,3,85,65.0,0.9988,High,195.0,0.23
2310,46495,City Hotel,2016-01-03,3,85,65.0,0.9988,High,195.0,0.23
2311,46496,City Hotel,2016-01-03,3,85,65.0,0.9988,High,195.0,0.23
2312,46497,City Hotel,2016-01-03,3,85,65.0,0.9988,High,195.0,0.23
2313,46498,City Hotel,2016-01-03,3,85,65.0,0.9988,High,195.0,0.23
2314,46499,City Hotel,2016-01-03,3,85,65.0,0.9988,High,195.0,0.23
2315,46500,City Hotel,2016-01-03,3,85,65.0,0.9988,High,195.0,0.23
2316,46501,City Hotel,2016-01-03,3,85,65.0,0.9988,High,195.0,0.23
2317,46502,City Hotel,2016-01-03,3,85,65.0,0.9988,High,195.0,0.23
2318,46503,City Hotel,2016-01-03,3,85,65.0,0.9988,High,195.0,0.23
2319,46504,City Hotel,2016-01-03,3,85,65.0,0.9988,High,195.0,0.23
2320,46505,City Hotel,2016-01-03,3,85,65.0,0.9988,High,195.0,0.23
2321,46506,City Hotel,2016-01-03,3,85,65.0,0.9988,High,195.0,0.23
2322,48366,City Hotel,2016-03-22,3,93,125.0,0.9994,High,375.0,0.23
2323,48368,City Hotel,2016-03-22,3,93,125.0,0.9994,High,375.0,0.23
2324,48369,City Hotel,2016-03-22,3,93,125.0,0.9994,High,375.0,0.23
2325,48370,City Hotel,2016-03-22,3,93,125.0,0.9994,High,375.0,0.23
2326,48371,City Hotel,2016-03-22,3,93,125.0,0.9994,High,375.0,0.23
2327,48372,City Hotel,2016-03-22,3,93,125.0,0.9994,High,375.0,0.23
2328,48374,City Hotel,2016-03-22,3,93,125.0,0.9994,High,375.0,0.23
2329,48379,City Hotel,2016-03-22,3,93,125.0,0.9994,High,375.0,0.23
2330,48380,City Hotel,2016-03-22,3,93,125.0,0.9994,High,375.0,0.23
2331,48381,City Hotel,2016-03-22,3,93,125.0,0.9994,High,375.0,0.23
2332,48383,City Hotel,2016-03-22,3,93,125.0,0.9994,High,375.0,0.23
2333,48384,City Hotel,2016-03-22,3,93,125.0,0.9994,High,375.0,0.23
2334,48386,City Hotel,2016-03-22,3,93,125.0,0.9994,High,375.0,0.23
2335,48387,City Hotel,2016-03-22,3,93,125.0,0.9994,High,375.0,0.23
2336,48389,City Hotel,2016-03-22,3,93,125.0,0.9994,High,375.0,0.23
2337,48390,City Hotel,2016-03-22,3,93,125.0,0.9994,High,375.0,0.23
2338,48392,City Hotel,2016-03-22,3,93,125.0,0.9994,High,375.0,0.23
2339,48396,City Hotel,2016-03-22,3,93,125.0,0.9994,High,375.0,0.23
2340,48399,City Hotel,2016-03-22,3,93,125.0,0.9994,High,375.0,0.23
2341,48400,City Hotel,2016-03-22,3,93,125.0,0.9994,High,375.0,0.23
2342,48403,City Hotel,2016-03-22,3,93,125.0,0.9994,High,375.0,0.23
2343,48405,City Hotel,2016-03-22,3,93,125.0,0.9994,High,375.0,0.23
2344,48406,City Hotel,2016-03-22,3,93,125.0,0.9994,High,375.0,0.23
2345,48407,City Hotel,2016-03-22,3,93,125.0,0.9994,High,375.0,0.23
2346,48410,City Hotel,2016-03-22,3,93,125.0,0.9994,High,375.0,0.23
2347,48411,City Hotel,2016-03-22,3,93,125.0,0.9994,High,375.0,0.23
2348,57111,City Hotel,2016-09-19,3,35,110.0,0.9993,High,330.0,0.23
2349,57112,City Hotel,2016-09-19,3,35,110.0,0.9993,High,330.0,0.23
2350,57115,City Hotel,2016-09-19,3,35,110.0,0.9993,High,330.0,0.23
2351,57116,City Hotel,2016-09-19,3,35,110.0,0.9993,High,330.0,0.23
2352,57117,City Hotel,2016-09-19,3,35,110.0,0.9993,High,330.0,0.23
2353,57118,City Hotel,2016-09-19,3,35,110.0,0.9993,High,330.0,0.23
2354,57119,City Hotel,2016-09-19,3,35,110.0,0.9993,High,330.0,0.23
2355,57120,City Hotel,2016-09-19,3,35,110.0,0.9993,High,330.0,0.23
2356,57121,City Hotel,2016-09-19,3,35,110.0,0.9993,High,330.0,0.23
2357,57122,City Hotel,2016-09-19,3,35,110.0,0.9993,High,330.0,0.23
2358,57123,City Hotel,2016-09-19,3,35,110.0,0.9993,High,330.0,0.23
2359,57125,City Hotel,2016-09-19,3,35,110.0,0.9993,High,330.0,0.23
2360,57126,City Hotel,2016-09-19,3,35,110.0,0.9993,High,330.0,0.23
2361,57127,City Hotel,2016-09-19,3,35,110.0,0.9993,High,330.0,0.23
2362,57128,City Hotel,2016-09-19,3,35,110.0,0.9993,High,330.0,0.23
2363,57129,City Hotel,2016-09-19,3,35,110.0,0.9993,High,330.0,0.23
2364,57130,City Hotel,2016-09-19,3,35,110.0,0.9993,High,330.0,0.23
2365,57133,City Hotel,2016-09-19,3,35,110.0,0.9993,High,330.0,0.23
2366,57134,City Hotel,2016-09-19,3,35,110.0,0.9993,High,330.0,0.23
2367,57136,City Hotel,2016-09-19,3,35,110.0,0.9993,High,330.0,0.23
2368,57137,City Hotel,2016-09-19,3,35,110.0,0.9993,High,330.0,0.23
2369,57138,City Hotel,2016-09-19,3,35,110.0,0.9993,High,330.0,0.23
2370,57139,City Hotel,2016-09-19,3,35,110.0,0.9993,High,330.0,0.23
2371,57140,City Hotel,2016-09-19,3,35,110.0,0.9993,High,330.0,0.23
2372,57142,City Hotel,2016-09-19,3,35,110.0,0.9993,High,330.0,0.23
2373,57143,City Hotel,2016-09-19,3,35,110.0,0.9993,High,330.0,0.23
2374,57145,City Hotel,2016-09-19,3,35,110.0,0.9993,High,330.0,0.23
2375,57146,City Hotel,2016-09-19,3,35,110.0,0.9993,High,330.0,0.23
2376,57148,City Hotel,2016-09-19,3,35,110.0,0.9993,High,330.0,0.23
2377,57149,City Hotel,2016-09-19,3,35,110.0,0.9993,High,330.0,0.23
2378,57150,City Hotel,2016-09-19,3,35,110.0,0.9993,High,330.0,0.23
2379,57151,City Hotel,2016-09-19,3,35,110.0,0.9993,High,330.0,0.23
2380,71237,City Hotel,2017-06-30,1,26,130.0,0.9983,High,130.0,0.22
2381,63435,City Hotel,2017-02-12,2,21,80.0,0.9987,High,160.0,0.21
2382,64496,City Hotel,2017-03-11,2,17,80.0,0.9987,High,160.0,0.21
2383,69322,City Hotel,2017-05-30,2,44,130.0,0.9992,High,260.0,0.21
2384,81366,City Hotel,2016-04-09,2,31,70.0,0.9985,High,140.0,0.21
2385,10354,Resort Hotel,2017-02-28,2,14,35.0,0.9971,High,70.0,0.2
2386,47311,City Hotel,2016-02-17,3,3,75.0,0.9991,High,225.0,0.2
2387,47312,City Hotel,2016-02-17,3,3,75.0,0.9991,High,225.0,0.2
2388,47313,City Hotel,2016-02-17,3,3,75.0,0.9991,High,225.0,0.2
2389,47316,City Hotel,2016-02-17,3,3,75.0,0.9991,High,225.0,0.2
2390,47317,City Hotel,2016-02-17,3,3,75.0,0.9991,High,225.0,0.2
2391,47318,City Hotel,2016-02-17,3,3,75.0,0.9991,High,225.0,0.2
2392,47319,City Hotel,2016-02-17,3,3,75.0,0.9991,High,225.0,0.2
2393,47320,City Hotel,2016-02-17,3,3,75.0,0.9991,High,225.0,0.2
2394,47321,City Hotel,2016-02-17,3,3,75.0,0.9991,High,225.0,0.2
2395,47322,City Hotel,2016-02-17,3,3,75.0,0.9991,High,225.0,0.2
2396,47323,City Hotel,2016-02-17,3,3,75.0,0.9991,High,225.0,0.2
2397,47324,City Hotel,2016-02-17,3,3,75.0,0.9991,High,225.0,0.2
2398,47325,City Hotel,2016-02-17,3,3,75.0,0.9991,High,225.0,0.2
2399,47326,City Hotel,2016-02-17,3,3,75.0,0.9991,High,225.0,0.2
2400,47327,City Hotel,2016-02-17,3,3,75.0,0.9991,High,225.0,0.2
2401,47328,City Hotel,2016-02-17,3,3,75.0,0.9991,High,225.0,0.2
2402,47329,City Hotel,2016-02-17,3,3,75.0,0.9991,High,225.0,0.2
2403,47330,City Hotel,2016-02-17,3,3,75.0,0.9991,High,225.0,0.2
2404,47331,City Hotel,2016-02-17,3,3,75.0,0.9991,High,225.0,0.2
2405,47332,City Hotel,2016-02-17,3,3,75.0,0.9991,High,225.0,0.2
2406,47333,City Hotel,2016-02-17,3,3,75.0,0.9991,High,225.0,0.2
2407,47334,City Hotel,2016-02-17,3,3,75.0,0.9991,High,225.0,0.2
2408,47335,City Hotel,2016-02-17,3,3,75.0,0.9991,High,225.0,0.2
2409,47336,City Hotel,2016-02-17,3,3,75.0,0.9991,High,225.0,0.2
2410,47337,City Hotel,2016-02-17,3,3,75.0,0.9991,High,225.0,0.2
2411,47338,City Hotel,2016-02-17,3,3,75.0,0.9991,High,225.0,0.2
2412,47339,City Hotel,2016-02-17,3,3,75.0,0.9991,High,225.0,0.2
2413,47340,City Hotel,2016-02-17,3,3,75.0,0.9991,High,225.0,0.2
2414,47341,City Hotel,2016-02-17,3,3,75.0,0.9991,High,225.0,0.2
2415,47342,City Hotel,2016-02-17,3,3,75.0,0.9991,High,225.0,0.2
2416,47343,City Hotel,2016-02-17,3,3,75.0,0.9991,High,225.0,0.2
2417,47344,City Hotel,2016-02-17,3,3,75.0,0.9991,High,225.0,0.2
2418,47345,City Hotel,2016-02-17,3,3,75.0,0.9991,High,225.0,0.2
2419,47346,City Hotel,2016-02-17,3,3,75.0,0.9991,High,225.0,0.2
2420,47347,City Hotel,2016-02-17,3,3,75.0,0.9991,High,225.0,0.2
2421,47348,City Hotel,2016-02-17,3,3,75.0,0.9991,High,225.0,0.2
2422,47349,City Hotel,2016-02-17,3,3,75.0,0.9991,High,225.0,0.2
2423,47350,City Hotel,2016-02-17,3,3,75.0,0.9991,High,225.0,0.2
2424,47351,City Hotel,2016-02-17,3,3,75.0,0.9991,High,225.0,0.2
2425,47352,City Hotel,2016-02-17,3,3,75.0,0.9991,High,225.0,0.2
2426,47353,City Hotel,2016-02-17,3,3,75.0,0.9991,High,225.0,0.2
2427,47354,City Hotel,2016-02-17,3,3,75.0,0.9991,High,225.0,0.2
2428,47355,City Hotel,2016-02-17,3,3,75.0,0.9991,High,225.0,0.2
2429,47356,City Hotel,2016-02-17,3,3,75.0,0.9991,High,225.0,0.2
2430,47357,City Hotel,2016-02-17,3,3,75.0,0.9991,High,225.0,0.2
2431,47358,City Hotel,2016-02-17,3,3,75.0,0.9991,High,225.0,0.2
2432,47359,City Hotel,2016-02-17,3,3,75.0,0.9991,High,225.0,0.2
2433,47360,City Hotel,2016-02-17,3,3,75.0,0.9991,High,225.0,0.2
2434,47361,City Hotel,2016-02-17,3,3,75.0,0.9991,High,225.0,0.2
2435,47362,City Hotel,2016-02-17,3,3,75.0,0.9991,High,225.0,0.2
2436,47363,City Hotel,2016-02-17,3,3,75.0,0.9991,High,225.0,0.2
2437,47365,City Hotel,2016-02-17,3,3,75.0,0.9991,High,225.0,0.2
2438,47366,City Hotel,2016-02-17,3,3,75.0,0.9991,High,225.0,0.2
2439,47367,City Hotel,2016-02-17,3,3,75.0,0.9991,High,225.0,0.2
2440,47368,City Hotel,2016-02-17,3,3,75.0,0.9991,High,225.0,0.2
2441,49479,City Hotel,2016-04-14,3,39,65.0,0.999,High,195.0,0.2
2442,49480,City Hotel,2016-04-14,3,39,65.0,0.999,High,195.0,0.2
2443,49481,City Hotel,2016-04-14,3,39,65.0,0.999,High,195.0,0.2
2444,49483,City Hotel,2016-04-14,3,39,65.0,0.999,High,195.0,0.2
2445,49484,City Hotel,2016-04-14,3,39,65.0,0.999,High,195.0,0.2
2446,49488,City Hotel,2016-04-14,3,39,65.0,0.999,High,195.0,0.2
2447,49489,City Hotel,2016-04-14,3,39,65.0,0.999,High,195.0,0.2
2448,49491,City Hotel,2016-04-14,3,39,65.0,0.999,High,195.0,0.2
2449,49492,City Hotel,2016-04-14,3,39,65.0,0.999,High,195.0,0.2
2450,49493,City Hotel,2016-04-14,3,39,65.0,0.999,High,195.0,0.2
2451,49499,City Hotel,2016-04-14,3,39,65.0,0.999,High,195.0,0.2
2452,49500,City Hotel,2016-04-14,3,39,65.0,0.999,High,195.0,0.2
2453,49501,City Hotel,2016-04-14,3,39,65.0,0.999,High,195.0,0.2
2454,49505,City Hotel,2016-04-14,3,39,65.0,0.999,High,195.0,0.2
2455,49506,City Hotel,2016-04-14,3,39,65.0,0.999,High,195.0,0.2
2456,49510,City Hotel,2016-04-14,3,39,65.0,0.999,High,195.0,0.2
2457,49511,City Hotel,2016-04-14,3,39,65.0,0.999,High,195.0,0.2
2458,49512,City Hotel,2016-04-14,3,39,65.0,0.999,High,195.0,0.2
2459,49513,City Hotel,2016-04-14,3,39,65.0,0.999,High,195.0,0.2
2460,49514,City Hotel,2016-04-14,3,39,65.0,0.999,High,195.0,0.2
2461,49515,City Hotel,2016-04-14,3,39,65.0,0.999,High,195.0,0.2
2462,49519,City Hotel,2016-04-14,3,39,65.0,0.999,High,195.0,0.2
2463,49525,City Hotel,2016-04-14,3,39,65.0,0.999,High,195.0,0.2
2464,49531,City Hotel,2016-04-14,3,39,65.0,0.999,High,195.0,0.2
2465,49532,City Hotel,2016-04-14,3,39,65.0,0.999,High,195.0,0.2
2466,49533,City Hotel,2016-04-14,3,39,65.0,0.999,High,195.0,0.2
2467,49534,City Hotel,2016-04-14,3,39,65.0,0.999,High,195.0,0.2
